env_steps,episode,return_0,return_1,joint_return,length,loss,epsilon,entropy,approx_kl,clip_fraction,actor_loss,critic_loss
4000,0,65.0,66.0,131.0,250,,,1.6040244102478027,,,,
4000,1,64.0,71.0,135.0,250,,,1.6040244102478027,,,,
4000,2,55.0,56.0,111.0,250,,,1.6040244102478027,,,,
4000,3,67.0,67.0,134.0,250,,,1.6040244102478027,,,,
4000,4,73.0,70.0,143.0,250,,,1.6040244102478027,,,,
4000,5,70.0,68.0,138.0,250,,,1.6040244102478027,,,,
4000,6,46.0,46.0,92.0,250,,,1.6040244102478027,,,,
4000,7,69.0,72.0,141.0,250,,,1.6040244102478027,,,,
4000,8,79.0,78.0,157.0,250,,,1.6040244102478027,,,,
4000,9,80.0,81.0,161.0,250,,,1.6040244102478027,,,,
4000,10,61.0,64.0,125.0,250,,,1.6040244102478027,,,,
4000,11,64.0,67.0,131.0,250,,,1.6040244102478027,,,,
4000,12,65.0,69.0,134.0,250,,,1.6040244102478027,,,,
4000,13,63.0,64.0,127.0,250,,,1.6040244102478027,,,,
4000,14,60.0,62.0,122.0,250,,,1.6040244102478027,,,,
4000,15,63.0,64.0,127.0,250,,,1.6040244102478027,,,,
8000,16,57.0,58.0,115.0,250,,,1.5812153816223145,,,,
8000,17,61.0,62.0,123.0,250,,,1.5812153816223145,,,,
8000,18,72.0,72.0,144.0,250,,,1.5812153816223145,,,,
8000,19,71.0,72.0,143.0,250,,,1.5812153816223145,,,,
8000,20,75.0,73.0,148.0,250,,,1.5812153816223145,,,,
8000,21,71.0,73.0,144.0,250,,,1.5812153816223145,,,,
8000,22,52.0,54.0,106.0,250,,,1.5812153816223145,,,,
8000,23,57.0,58.0,115.0,250,,,1.5812153816223145,,,,
8000,24,81.0,82.0,163.0,250,,,1.5812153816223145,,,,
8000,25,88.0,86.0,174.0,250,,,1.5812153816223145,,,,
8000,26,30.0,29.0,59.0,250,,,1.5812153816223145,,,,
8000,27,30.0,28.0,58.0,250,,,1.5812153816223145,,,,
8000,28,66.0,64.0,130.0,250,,,1.5812153816223145,,,,
8000,29,70.0,70.0,140.0,250,,,1.5812153816223145,,,,
8000,30,68.0,65.0,133.0,250,,,1.5812153816223145,,,,
8000,31,57.0,56.0,113.0,250,,,1.5812153816223145,,,,
12000,32,61.0,63.0,124.0,250,,,1.5763356685638428,,,,
12000,33,82.0,79.0,161.0,250,,,1.5763356685638428,,,,
12000,34,85.0,88.0,173.0,250,,,1.5763356685638428,,,,
12000,35,63.0,58.0,121.0,250,,,1.5763356685638428,,,,
12000,36,72.0,75.0,147.0,250,,,1.5763356685638428,,,,
12000,37,57.0,56.0,113.0,250,,,1.5763356685638428,,,,
12000,38,58.0,60.0,118.0,250,,,1.5763356685638428,,,,
12000,39,63.0,65.0,128.0,250,,,1.5763356685638428,,,,
12000,40,69.0,66.0,135.0,250,,,1.5763356685638428,,,,
12000,41,64.0,65.0,129.0,250,,,1.5763356685638428,,,,
12000,42,86.0,88.0,174.0,250,,,1.5763356685638428,,,,
12000,43,75.0,76.0,151.0,250,,,1.5763356685638428,,,,
12000,44,93.0,90.0,183.0,250,,,1.5763356685638428,,,,
