env_steps,episode,return_0,return_1,joint_return,length,loss,epsilon,entropy,approx_kl,clip_fraction,actor_loss,critic_loss
2000,0,31.0,-39.0,-8.0,250,,,1.6064817905426025,,,,
2000,1,21.0,-31.0,-10.0,250,,,1.6064817905426025,,,,
2000,2,19.0,-60.0,-41.0,250,,,1.6064817905426025,,,,
2000,3,10.0,-31.0,-21.0,250,,,1.6064817905426025,,,,
2000,4,-2.0,-34.0,-36.0,250,,,1.6064817905426025,,,,
2000,5,-15.0,-65.0,-80.0,250,,,1.6064817905426025,,,,
2000,6,1.0,-65.0,-64.0,250,,,1.6064817905426025,,,,
2000,7,15.0,-56.0,-41.0,250,,,1.6064817905426025,,,,
4000,8,3.0,-48.0,-45.0,250,,,1.5799760818481445,,,,
4000,9,19.0,-24.0,-5.0,250,,,1.5799760818481445,,,,
4000,10,-4.0,-36.0,-40.0,250,,,1.5799760818481445,,,,
4000,11,8.0,-40.0,-32.0,250,,,1.5799760818481445,,,,
4000,12,-11.0,-28.0,-39.0,250,,,1.5799760818481445,,,,
4000,13,12.0,-50.0,-38.0,250,,,1.5799760818481445,,,,
4000,14,22.0,-56.0,-34.0,250,,,1.5799760818481445,,,,
4000,15,14.0,-49.0,-35.0,250,,,1.5799760818481445,,,,
6000,16,18.0,-32.0,-14.0,250,,,1.5473811626434326,,,,
6000,17,-18.0,5.0,-13.0,250,,,1.5473811626434326,,,,
6000,18,23.0,-24.0,-1.0,250,,,1.5473811626434326,,,,
6000,19,41.0,23.0,64.0,250,,,1.5473811626434326,,,,
6000,20,26.0,-30.0,-4.0,250,,,1.5473811626434326,,,,
6000,21,14.0,-9.0,5.0,250,,,1.5473811626434326,,,,
6000,22,17.0,-17.0,0.0,250,,,1.5473811626434326,,,,
6000,23,29.0,45.0,74.0,250,,,1.5473811626434326,,,,
8000,24,29.0,1.0,30.0,250,,,1.5121675729751587,,,,
8000,25,9.0,-37.0,-28.0,250,,,1.5121675729751587,,,,
8000,26,100.0,59.0,159.0,250,,,1.5121675729751587,,,,
8000,27,97.0,69.0,166.0,250,,,1.5121675729751587,,,,
8000,28,25.0,-14.0,11.0,250,,,1.5121675729751587,,,,
8000,29,23.0,-8.0,15.0,250,,,1.5121675729751587,,,,
8000,30,18.0,-3.0,15.0,250,,,1.5121675729751587,,,,
8000,31,55.0,4.0,59.0,250,,,1.5121675729751587,,,,
10000,32,52.0,7.0,59.0,250,,,1.4221347570419312,,,,
10000,33,107.0,100.0,207.0,250,,,1.4221347570419312,,,,
10000,34,27.0,95.0,122.0,250,,,1.4221347570419312,,,,
10000,35,90.0,92.0,182.0,250,,,1.4221347570419312,,,,
10000,36,102.0,105.0,207.0,250,,,1.4221347570419312,,,,
10000,37,34.0,41.0,75.0,250,,,1.4221347570419312,,,,
10000,38,97.0,65.0,162.0,250,,,1.4221347570419312,,,,
10000,39,133.0,106.0,239.0,250,,,1.4221347570419312,,,,
12000,40,103.0,94.0,197.0,250,,,1.328415870666504,,,,
12000,41,170.0,190.0,360.0,250,,,1.328415870666504,,,,
12000,42,119.0,112.0,231.0,250,,,1.328415870666504,,,,
12000,43,133.0,130.0,263.0,250,,,1.328415870666504,,,,
12000,44,151.0,177.0,328.0,250,,,1.328415870666504,,,,
12000,45,158.0,131.0,289.0,250,,,1.328415870666504,,,,
12000,46,218.0,202.0,420.0,250,,,1.328415870666504,,,,
12000,47,144.0,148.0,292.0,250,,,1.328415870666504,,,,
14000,48,177.0,182.0,359.0,250,,,1.2296446561813354,,,,
14000,49,221.0,235.0,456.0,250,,,1.2296446561813354,,,,
14000,50,144.0,140.0,284.0,250,,,1.2296446561813354,,,,
14000,51,199.0,192.0,391.0,250,,,1.2296446561813354,,,,
14000,52,131.0,151.0,282.0,250,,,1.2296446561813354,,,,
14000,53,155.0,149.0,304.0,250,,,1.2296446561813354,,,,
14000,54,172.0,158.0,330.0,250,,,1.2296446561813354,,,,
14000,55,207.0,188.0,395.0,250,,,1.2296446561813354,,,,
16000,56,213.0,204.0,417.0,250,,,1.1461175680160522,,,,
16000,57,188.0,167.0,355.0,250,,,1.1461175680160522,,,,
16000,58,248.0,248.0,496.0,250,,,1.1461175680160522,,,,
16000,59,250.0,269.0,519.0,250,,,1.1461175680160522,,,,
16000,60,243.0,236.0,479.0,250,,,1.1461175680160522,,,,
16000,61,265.0,244.0,509.0,250,,,1.1461175680160522,,,,
16000,62,237.0,239.0,476.0,250,,,1.1461175680160522,,,,
16000,63,211.0,197.0,408.0,250,,,1.1461175680160522,,,,
18000,64,215.0,199.0,414.0,250,,,1.1133127212524414,,,,
18000,65,258.0,257.0,515.0,250,,,1.1133127212524414,,,,
18000,66,289.0,289.0,578.0,250,,,1.1133127212524414,,,,
18000,67,247.0,242.0,489.0,250,,,1.1133127212524414,,,,
18000,68,260.0,257.0,517.0,250,,,1.1133127212524414,,,,
18000,69,233.0,243.0,476.0,250,,,1.1133127212524414,,,,
18000,70,254.0,240.0,494.0,250,,,1.1133127212524414,,,,
18000,71,285.0,287.0,572.0,250,,,1.1133127212524414,,,,
20000,72,230.0,226.0,456.0,250,,,1.0665411949157715,,,,
20000,73,319.0,313.0,632.0,250,,,1.0665411949157715,,,,
20000,74,283.0,276.0,559.0,250,,,1.0665411949157715,,,,
20000,75,282.0,294.0,576.0,250,,,1.0665411949157715,,,,
20000,76,244.0,235.0,479.0,250,,,1.0665411949157715,,,,
20000,77,242.0,232.0,474.0,250,,,1.0665411949157715,,,,
20000,78,243.0,242.0,485.0,250,,,1.0665411949157715,,,,
20000,79,280.0,290.0,570.0,250,,,1.0665411949157715,,,,
22000,80,245.0,249.0,494.0,250,,,1.094895601272583,,,,
22000,81,236.0,221.0,457.0,250,,,1.094895601272583,,,,
22000,82,244.0,241.0,485.0,250,,,1.094895601272583,,,,
22000,83,295.0,296.0,591.0,250,,,1.094895601272583,,,,
22000,84,255.0,238.0,493.0,250,,,1.094895601272583,,,,
22000,85,303.0,299.0,602.0,250,,,1.094895601272583,,,,
22000,86,284.0,270.0,554.0,250,,,1.094895601272583,,,,
22000,87,265.0,252.0,517.0,250,,,1.094895601272583,,,,
24000,88,271.0,272.0,543.0,250,,,1.096483588218689,,,,
24000,89,326.0,323.0,649.0,250,,,1.096483588218689,,,,
24000,90,314.0,315.0,629.0,250,,,1.096483588218689,,,,
24000,91,265.0,264.0,529.0,250,,,1.096483588218689,,,,
24000,92,329.0,324.0,653.0,250,,,1.096483588218689,,,,
24000,93,310.0,307.0,617.0,250,,,1.096483588218689,,,,
24000,94,271.0,268.0,539.0,250,,,1.096483588218689,,,,
24000,95,233.0,223.0,456.0,250,,,1.096483588218689,,,,
26000,96,278.0,276.0,554.0,250,,,1.1304819583892822,,,,
26000,97,293.0,292.0,585.0,250,,,1.1304819583892822,,,,
26000,98,268.0,267.0,535.0,250,,,1.1304819583892822,,,,
26000,99,235.0,238.0,473.0,250,,,1.1304819583892822,,,,
26000,100,256.0,252.0,508.0,250,,,1.1304819583892822,,,,
26000,101,276.0,271.0,547.0,250,,,1.1304819583892822,,,,
26000,102,284.0,279.0,563.0,250,,,1.1304819583892822,,,,
26000,103,290.0,291.0,581.0,250,,,1.1304819583892822,,,,
28000,104,329.0,327.0,656.0,250,,,1.1222813129425049,,,,
28000,105,241.0,256.0,497.0,250,,,1.1222813129425049,,,,
28000,106,295.0,298.0,593.0,250,,,1.1222813129425049,,,,
28000,107,304.0,304.0,608.0,250,,,1.1222813129425049,,,,
28000,108,281.0,269.0,550.0,250,,,1.1222813129425049,,,,
28000,109,290.0,279.0,569.0,250,,,1.1222813129425049,,,,
28000,110,272.0,270.0,542.0,250,,,1.1222813129425049,,,,
28000,111,237.0,225.0,462.0,250,,,1.1222813129425049,,,,
30000,112,274.0,284.0,558.0,250,,,1.1072998046875,,,,
30000,113,285.0,283.0,568.0,250,,,1.1072998046875,,,,
30000,114,279.0,275.0,554.0,250,,,1.1072998046875,,,,
30000,115,304.0,305.0,609.0,250,,,1.1072998046875,,,,
30000,116,273.0,271.0,544.0,250,,,1.1072998046875,,,,
30000,117,278.0,286.0,564.0,250,,,1.1072998046875,,,,
30000,118,269.0,267.0,536.0,250,,,1.1072998046875,,,,
30000,119,269.0,266.0,535.0,250,,,1.1072998046875,,,,
32000,120,311.0,314.0,625.0,250,,,1.0937237739562988,,,,
32000,121,312.0,314.0,626.0,250,,,1.0937237739562988,,,,
32000,122,289.0,286.0,575.0,250,,,1.0937237739562988,,,,
32000,123,262.0,265.0,527.0,250,,,1.0937237739562988,,,,
32000,124,254.0,262.0,516.0,250,,,1.0937237739562988,,,,
32000,125,239.0,245.0,484.0,250,,,1.0937237739562988,,,,
32000,126,312.0,311.0,623.0,250,,,1.0937237739562988,,,,
32000,127,314.0,308.0,622.0,250,,,1.0937237739562988,,,,
34000,128,288.0,280.0,568.0,250,,,1.0819262266159058,,,,
34000,129,296.0,298.0,594.0,250,,,1.0819262266159058,,,,
34000,130,300.0,298.0,598.0,250,,,1.0819262266159058,,,,
34000,131,324.0,324.0,648.0,250,,,1.0819262266159058,,,,
34000,132,263.0,270.0,533.0,250,,,1.0819262266159058,,,,
34000,133,324.0,324.0,648.0,250,,,1.0819262266159058,,,,
34000,134,317.0,323.0,640.0,250,,,1.0819262266159058,,,,
34000,135,283.0,281.0,564.0,250,,,1.0819262266159058,,,,
36000,136,295.0,293.0,588.0,250,,,1.069701075553894,,,,
36000,137,304.0,302.0,606.0,250,,,1.069701075553894,,,,
36000,138,290.0,291.0,581.0,250,,,1.069701075553894,,,,
